municipality,state,code,variable,min_temperature,max_temperature
Angostura,Sinaloa,Coutput/pdfs/25003,"Rango de temperatura","10,26"
Concordia,Sinaloa,Coutput/pdfs/25004,"Rango de temperatura","14,26"
Cosalá,Sinaloa,Coutput/pdfs/25005,"Rango de temperatura","18,26"
Culiacán,Sinaloa,Coutput/pdfs/25006,"Rango de temperatura","18,26"
Choix,Sinaloa,Coutput/pdfs/25007,"Rango de temperatura","14,26"
Elota,Sinaloa,Coutput/pdfs/25008,"Rango de temperatura","20,26"
Escuinapa,Sinaloa,Coutput/pdfs/25009,"Rango de temperatura","12,28"
El Fuerte,Sinaloa,Coutput/pdfs/25010,"Rango de temperatura","20,28"
Guasave,Sinaloa,Coutput/pdfs/25011,"Rango de temperatura","22,26"
Mazatlán,Sinaloa,Coutput/pdfs/25012,"Rango de temperatura","14,22"
Mocorito,Sinaloa,Coutput/pdfs/25013,"Rango de temperatura","12,26"
Rosario,Sinaloa,Coutput/pdfs/25014,"Rango de temperatura","18,24"
Salvador Alvarado,Sinaloa,Coutput/pdfs/25015,"Rango de temperatura","22,26"
San Ignacio,Sinaloa,Coutput/pdfs/25016,"Rango de temperatura","10,26"
Sinaloa,Sinaloa,Coutput/pdfs/25017,"Rango de temperatura","12,26"
Navolato,Sinaloa,Coutput/pdfs/25018,"Rango de temperatura","22,26"
Aconchi,Sonora,Coutput/pdfs/26001,"Rango de temperatura","16,24"
Agua Prieta,Sonora,Coutput/pdfs/26002,"Rango de temperatura","12,20"
Álamos,Sonora,Coutput/pdfs/26003,"Rango de temperatura","16,26"
Altar,Sonora,Coutput/pdfs/26004,"Rango de temperatura","16,22"
Arivechi,Sonora,Coutput/pdfs/26005,"Rango de temperatura","14,24"
Arizpe,Sonora,Coutput/pdfs/26006,"Rango de temperatura","14,22"
Atil,Sonora,Coutput/pdfs/26007,"Rango de temperatura","13,22"
Bacadéhuachi,Sonora,Coutput/pdfs/26008,"Rango de temperatura","8,22"
Bacanora,Sonora,Coutput/pdfs/26009,"Rango de temperatura","14,24"
Bacerac,Sonora,Coutput/pdfs/26010,"Rango de temperatura","8,20"
Bacoachi,Sonora,Coutput/pdfs/26011,"Rango de temperatura","12,20"
Bácum,Sonora,Coutput/pdfs/26012,"Rango de temperatura","18,26"
Banámichi,Sonora,Coutput/pdfs/26013,"Rango de temperatura","14,22"
Baviácora,Sonora,Coutput/pdfs/26014,"Rango de temperatura","16,24"
Bavispe,Sonora,Coutput/pdfs/26015,"Rango de temperatura","12,22"
Benjamín Hill,Sonora,Coutput/pdfs/26016,"Rango de temperatura","18,22"
Heroica Caborca,Sonora,Coutput/pdfs/26017,"Rango de temperatura","18,22"
Cajeme,Sonora,Coutput/pdfs/26018,"Rango de temperatura","18,26"
Cananea,Sonora,Coutput/pdfs/26019,"Rango de temperatura","12,18"
Carbó,Sonora,Coutput/pdfs/26020,"Rango de temperatura","18,24"
La Colorada,Sonora,Coutput/pdfs/26021,"Rango de temperatura","18,24"
Cucurpe,Sonora,Coutput/pdfs/26022,"Rango de temperatura","14,20"
Cumpas,Sonora,Coutput/pdfs/26023,"Rango de temperatura","14,22"
Divisaderos,Sonora,Coutput/pdfs/26024,"Rango de temperatura","16,22"
Empalme,Sonora,Coutput/pdfs/26025,"Rango de temperatura","0,22"
Etchojoa,Sonora,Coutput/pdfs/26026,"Rango de temperatura","22,26"
Fronteras,Sonora,Coutput/pdfs/26027,"Rango de temperatura","10,20"
Granados,Sonora,Coutput/pdfs/26028,"Rango de temperatura","14,22"
Guaymas,Sonora,Coutput/pdfs/26029,"Rango de temperatura","18,24"
Hermosillo,Sonora,Coutput/pdfs/26030,"Rango de temperatura","18,24"
Huachinera,Sonora,Coutput/pdfs/26031,"Rango de temperatura","18,24"
Huásabas,Sonora,Coutput/pdfs/26032,"Rango de temperatura","14,22"
Huatabampo,Sonora,Coutput/pdfs/26033,"Rango de temperatura","22,26"
Huépac,Sonora,Coutput/pdfs/26034,"Rango de temperatura","14,22"
Imuris,Sonora,Coutput/pdfs/26035,"Rango de temperatura","12,20"
Magdalena,Sonora,Coutput/pdfs/26036,"Rango de temperatura","14,22"
Mazatán,Sonora,Coutput/pdfs/26037,"Rango de temperatura","16,22"
Moctezuma,Sonora,Coutput/pdfs/26038,"Rango de temperatura","14,22"
Naco,Sonora,Coutput/pdfs/26039,"Rango de temperatura","12,20"
Nácori Chico,Sonora,Coutput/pdfs/26040,"Rango de temperatura","8,22"
Nacozari de García,Sonora,Coutput/pdfs/26041,"Rango de temperatura","12,22"
Navojoa,Sonora,Coutput/pdfs/26042,"Rango de temperatura","22,28"
Nogales,Sonora,Coutput/pdfs/26043,"Rango de temperatura","12,20"
Onavas,Sonora,Coutput/pdfs/26044,"Rango de temperatura","16,26"
Opodepe,Sonora,Coutput/pdfs/26045,"Rango de temperatura","14,22"
Oquitoa,Sonora,Coutput/pdfs/26046,"Rango de temperatura","16,22"
Pitiquito,Sonora,Coutput/pdfs/26047,"Rango de temperatura","18,22"
Puerto Peñasco,Sonora,Coutput/pdfs/26048,"Rango de temperatura","18,22"
Quiriego,Sonora,Coutput/pdfs/26049,"Rango de temperatura","16,26"
Rayón,Sonora,Coutput/pdfs/26050,"Rango de temperatura","16,22"
Rosario,Sonora,Coutput/pdfs/26051,"Rango de temperatura","12,26"
Sahuaripa,Sonora,Coutput/pdfs/26052,"Rango de temperatura","10,24"
San Felipe de Jesús,Sonora,Coutput/pdfs/26053,"Rango de temperatura","16,22"
San Javier,Sonora,Coutput/pdfs/26054,"Rango de temperatura","18,24"
San Luis Río Colorado,Sonora,Coutput/pdfs/26055,"Rango de temperatura","18,24"
San Miguel de Horcasitas,Sonora,Coutput/pdfs/26056,"Rango de temperatura","20,24"
San Pedro de la Cueva,Sonora,Coutput/pdfs/26057,"Rango de temperatura","16,26"
Santa Ana,Sonora,Coutput/pdfs/26058,"Rango de temperatura","16,22"
Santa Cruz,Sonora,Coutput/pdfs/26059,"Rango de temperatura","12,18"
Sáric,Sonora,Coutput/pdfs/26060,"Rango de temperatura","16,20"
Soyopa,Sonora,Coutput/pdfs/26061,"Rango de temperatura","14,26"
Suaqui Grande,Sonora,Coutput/pdfs/26062,"Rango de temperatura","20,26"
Tepache,Sonora,Coutput/pdfs/26063,"Rango de temperatura","14,24"
Trincheras,Sonora,Coutput/pdfs/26064,"Rango de temperatura","13,22"
Tubutama,Sonora,Coutput/pdfs/26065,"Rango de temperatura","16,22"
Ures,Sonora,Coutput/pdfs/26066,"Rango de temperatura","16,24"
Villa Hidalgo,Sonora,Coutput/pdfs/26067,"Rango de temperatura","14,22"
Villa Pesqueira,Sonora,Coutput/pdfs/26068,"Rango de temperatura","16,24"
Yécora,Sonora,Coutput/pdfs/26069,"Rango de temperatura","10,24"
General Plutarco Elías Calles,Sonora,Coutput/pdfs/26070,"Rango de temperatura","18,22"
Benito Juárez,Sonora,Coutput/pdfs/26071,"Rango de temperatura","0,24"
San Ignacio Río Muerto,Sonora,Coutput/pdfs/26072,"Rango de temperatura","0,24"
Balancán,Tabasco,Coutput/pdfs/27001,"Rango de temperatura","26,28"
Cárdenas,Tabasco,Coutput/pdfs/27002,"Rango de temperatura","26,28"
Centla,Tabasco,Coutput/pdfs/27003,"Rango de temperatura","26,28"
Centro,Tabasco,Coutput/pdfs/27004,"Rango de temperatura","24,28"
Comalcalco,Tabasco,Coutput/pdfs/27005,"Rango de temperatura","28,30"
Cunduacán,Tabasco,Coutput/pdfs/27006,"Rango de temperatura","26,28"
Emiliano Zapata,Tabasco,Coutput/pdfs/27007,"Rango de temperatura","26,28"
Huimanguillo,Tabasco,Coutput/pdfs/27008,"Rango de temperatura","22,28"
Jalapa,Tabasco,Coutput/pdfs/27009,"Rango de temperatura","24,28"
Jalpa de Méndez,Tabasco,Coutput/pdfs/27010,"Rango de temperatura","24,26"
Jonuta,Tabasco,Coutput/pdfs/27011,"Rango de temperatura","26,28"
Macuspana,Tabasco,Coutput/pdfs/27012,"Rango de temperatura","24,28"
Nacajuca,Tabasco,Coutput/pdfs/27013,"Rango de temperatura","26,28"
Paraíso,Tabasco,Coutput/pdfs/27014,"Rango de temperatura","26,28"
Tacotalpa,Tabasco,Coutput/pdfs/27015,"Rango de temperatura","22,28"
Teapa,Tabasco,Coutput/pdfs/27016,"Rango de temperatura","24,26"
Tenosique,Tabasco,Coutput/pdfs/27017,"Rango de temperatura","24,28"
Abasolo,Tamaulipas,Coutput/pdfs/28001,"Rango de temperatura","22,26"
Aldama,Tamaulipas,Coutput/pdfs/28002,"Rango de temperatura","18,26"
Altamira,Tamaulipas,Coutput/pdfs/28003,"Rango de temperatura","22,26"
Antiguo Morelos,Tamaulipas,Coutput/pdfs/28004,"Rango de temperatura","22,26"
Burgos,Tamaulipas,Coutput/pdfs/28005,"Rango de temperatura","22,24"
Bustamante,Tamaulipas,Coutput/pdfs/28006,"Rango de temperatura","12,22"
Camargo,Tamaulipas,Coutput/pdfs/28007,"Rango de temperatura","20,24"
Casas,Tamaulipas,Coutput/pdfs/28008,"Rango de temperatura","18,26"
Ciudad Madero,Tamaulipas,Coutput/pdfs/28009,"Rango de temperatura","22,26"
Cruillas,Tamaulipas,Coutput/pdfs/28010,"Rango de temperatura","20,24"
Gómez Farías,Tamaulipas,Coutput/pdfs/28011,"Rango de temperatura","14,26"
González,Tamaulipas,Coutput/pdfs/28012,"Rango de temperatura","20,26"
Güémez,Tamaulipas,Coutput/pdfs/28013,"Rango de temperatura","12,26"
Guerrero,Tamaulipas,Coutput/pdfs/28014,"Rango de temperatura","20,24"
Gustavo Díaz Ordaz,Tamaulipas,Coutput/pdfs/28015,"Rango de temperatura","20,24"
Hidalgo,Tamaulipas,Coutput/pdfs/28016,"Rango de temperatura","14,26"
Jaumave,Tamaulipas,Coutput/pdfs/28017,"Rango de temperatura","10,24"
Jiménez,Tamaulipas,Coutput/pdfs/28018,"Rango de temperatura","22,26"
Llera,Tamaulipas,Coutput/pdfs/28019,"Rango de temperatura","14,26"
Mainero,Tamaulipas,Coutput/pdfs/28020,"Rango de temperatura","18,24"
El Mante,Tamaulipas,Coutput/pdfs/28021,"Rango de temperatura","22,26"
Matamoros,Tamaulipas,Coutput/pdfs/28022,"Rango de temperatura","20,24"
Méndez,Tamaulipas,Coutput/pdfs/28023,"Rango de temperatura","20,24"
Mier,Tamaulipas,Coutput/pdfs/28024,"Rango de temperatura","20,24"
Miguel Alemán,Tamaulipas,Coutput/pdfs/28025,"Rango de temperatura","20,24"
Miquihuana,Tamaulipas,Coutput/pdfs/28026,"Rango de temperatura","8,20"
Nuevo Laredo,Tamaulipas,Coutput/pdfs/28027,"Rango de temperatura","20,24"
Nuevo Morelos,Tamaulipas,Coutput/pdfs/28028,"Rango de temperatura","20,24"
Ocampo,Tamaulipas,Coutput/pdfs/28029,"Rango de temperatura","18,26"
Padilla,Tamaulipas,Coutput/pdfs/28030,"Rango de temperatura","22,26"
Palmillas,Tamaulipas,Coutput/pdfs/28031,"Rango de temperatura","12,22"
Reynosa,Tamaulipas,Coutput/pdfs/28032,"Rango de temperatura","20,24"
Río Bravo,Tamaulipas,Coutput/pdfs/28033,"Rango de temperatura","20,24"
San Carlos,Tamaulipas,Coutput/pdfs/28034,"Rango de temperatura","18,26"
San Fernando,Tamaulipas,Coutput/pdfs/28035,"Rango de temperatura","20,24"
San Nicolás,Tamaulipas,Coutput/pdfs/28036,"Rango de temperatura","20,24"
Soto la Marina,Tamaulipas,Coutput/pdfs/28037,"Rango de temperatura","20,26"
Tampico,Tamaulipas,Coutput/pdfs/28038,"Rango de temperatura","22,26"
Tula,Tamaulipas,Coutput/pdfs/28039,"Rango de temperatura","12,24"
Valle Hermoso,Tamaulipas,Coutput/pdfs/28040,"Rango de temperatura","20,24"
Victoria,Tamaulipas,Coutput/pdfs/28041,"Rango de temperatura","16,24"
Villagrán,Tamaulipas,Coutput/pdfs/28042,"Rango de temperatura","18,24"
Xicoténcatl,Tamaulipas,Coutput/pdfs/28043,"Rango de temperatura","22,26"
Amaxac de Guerrero,Tlaxcala,Coutput/pdfs/29001,"Rango de temperatura","14,16"
Apetatitlán de Antonio Carvajal,Tlaxcala,Coutput/pdfs/29002,"Rango de temperatura","14,16"
Atlangatepec,Tlaxcala,Coutput/pdfs/29003,"Rango de temperatura","12,14"
Altzayanca,Tlaxcala,Coutput/pdfs/29004,"Rango de temperatura","10,14"
Apizaco,Tlaxcala,Coutput/pdfs/29005,"Rango de temperatura","10,14"
Calpulalpan,Tlaxcala,Coutput/pdfs/29006,"Rango de temperatura","10,14"
El Carmen Tequexquitla,Tlaxcala,Coutput/pdfs/29007,"Rango de temperatura","12,16"
Cuapiaxtla,Tlaxcala,Coutput/pdfs/29008,"Rango de temperatura","12,16"
Cuaxomulco,Tlaxcala,Coutput/pdfs/29009,"Rango de temperatura","12,14"
Chiautempan,Tlaxcala,Coutput/pdfs/29010,"Rango de temperatura","8,16"
Muñoz de Domingo Arenas,Tlaxcala,Coutput/pdfs/29011,"Rango de temperatura","12,14"
Españita,Tlaxcala,Coutput/pdfs/29012,"Rango de temperatura","12,14"
Huamantla,Tlaxcala,Coutput/pdfs/29013,"Rango de temperatura","2,16"
Hueyotlipan,Tlaxcala,Coutput/pdfs/29014,"Rango de temperatura","12,16"
Ixtacuixtla de Mariano Matamoros,Tlaxcala,Coutput/pdfs/29015,"Rango de temperatura","12,16"
Ixtenco,Tlaxcala,Coutput/pdfs/29016,"Rango de temperatura","8,16"
Mazatecochco de José María Morelos,Tlaxcala,Coutput/pdfs/29017,"Rango de temperatura","12,16"
Contla de Juan Cuamatzi,Tlaxcala,Coutput/pdfs/29018,"Rango de temperatura","12,16"
Tepetitla de Lardizábal,Tlaxcala,Coutput/pdfs/29019,"Rango de temperatura","14,16"
Sanctórum de Lázaro Cárdenas,Tlaxcala,Coutput/pdfs/29020,"Rango de temperatura","12,16"
Nanacamilpa de Mariano Arista,Tlaxcala,Coutput/pdfs/29021,"Rango de temperatura","12,14"
Acuamanala de Miguel Hidalgo,Tlaxcala,Coutput/pdfs/29022,"Rango de temperatura","14,16"
Natívitas,Tlaxcala,Coutput/pdfs/29023,"Rango de temperatura","14,16"
Panotla,Tlaxcala,Coutput/pdfs/29024,"Rango de temperatura","12,16"
San Pablo del Monte,Tlaxcala,Coutput/pdfs/29025,"Rango de temperatura","12,16"
Santa Cruz Tlaxcala,Tlaxcala,Coutput/pdfs/29026,"Rango de temperatura","12,16"
Tenancingo,Tlaxcala,Coutput/pdfs/29027,"Rango de temperatura","14,16"
Teolocholco,Tlaxcala,Coutput/pdfs/29028,"Rango de temperatura","2,16"
Tepeyanco,Tlaxcala,Coutput/pdfs/29029,"Rango de temperatura","14,16"
Terrenate,Tlaxcala,Coutput/pdfs/29030,"Rango de temperatura","10,14"
Tetla de la Solidaridad,Tlaxcala,Coutput/pdfs/29031,"Rango de temperatura","12,14"
Tetlatlahuca,Tlaxcala,Coutput/pdfs/29032,"Rango de temperatura","14,18"
Tlaxcala,Tlaxcala,Coutput/pdfs/29033,"Rango de temperatura","14,16"
Tlaxco,Tlaxcala,Coutput/pdfs/29034,"Rango de temperatura","10,14"
Tocatlán,Tlaxcala,Coutput/pdfs/29035,"Rango de temperatura","12,14"
Totolac,Tlaxcala,Coutput/pdfs/29036,"Rango de temperatura","14,16"
Zitlaltepec de Trinidad Sánchez Santos,Tlaxcala,Coutput/pdfs/29037,"Rango de temperatura","4,16"
Tzompantepec,Tlaxcala,Coutput/pdfs/29038,"Rango de temperatura","12,16"
Xaloztoc,Tlaxcala,Coutput/pdfs/29039,"Rango de temperatura","12,14"
Xaltocan,Tlaxcala,Coutput/pdfs/29040,"Rango de temperatura","12,16"
Papalotla de Xicohténcatl,Tlaxcala,Coutput/pdfs/29041,"Rango de temperatura","14,16"
Xicohtzinco,Tlaxcala,Coutput/pdfs/29042,"Rango de temperatura","14,16"
Yauhquemecan,Tlaxcala,Coutput/pdfs/29043,"Rango de temperatura","12,16"
Zacatelco,Tlaxcala,Coutput/pdfs/29044,"Rango de temperatura","14,16"
Benito Juárez,Tlaxcala,Coutput/pdfs/29045,"Rango de temperatura","12,14"
Emiliano Zapata,Tlaxcala,Coutput/pdfs/29046,"Rango de temperatura","12,14"
Lázaro Cárdenas,Tlaxcala,Coutput/pdfs/29047,"Rango de temperatura","12,14"
La Magdalena Tlaltelulco,Tlaxcala,Coutput/pdfs/29048,"Rango de temperatura","14,16"
San Damián Texoloc,Tlaxcala,Coutput/pdfs/29049,"Rango de temperatura","14,16"
San Francisco Tetlanohcan,Tlaxcala,Coutput/pdfs/29050,"Rango de temperatura","4,16"
San Jerónimo Zacualpan,Tlaxcala,Coutput/pdfs/29051,"Rango de temperatura","14,16"
San José Teacalco,Tlaxcala,Coutput/pdfs/29052,"Rango de temperatura","14,16"
San Juan Huactzinco,Tlaxcala,Coutput/pdfs/29053,"Rango de temperatura","14,16"
San Lorenzo Axocomanitla,Tlaxcala,Coutput/pdfs/29054,"Rango de temperatura","14,16"
San Lucas Tecopilco,Tlaxcala,Coutput/pdfs/29055,"Rango de temperatura","12,14"
Santa Ana Nopalucan,Tlaxcala,Coutput/pdfs/29056,"Rango de temperatura","14,16"
Santa Apolonia Teacalco,Tlaxcala,Coutput/pdfs/29057,"Rango de temperatura","14,16"
Santa Catarina Ayometla,Tlaxcala,Coutput/pdfs/29058,"Rango de temperatura","14,16"
Santa Cruz Quilehtla,Tlaxcala,Coutput/pdfs/29059,"Rango de temperatura","14,16"
Santa Isabel Xiloxoxtla,Tlaxcala,Coutput/pdfs/29060,"Rango de temperatura","14,16"
Acajete,Veracruz de Ignacio de la Llave,Coutput/pdfs/30001,"Rango de temperatura","10,18"
Acatlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30002,"Rango de temperatura","16,20"
Acayucan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30003,"Rango de temperatura","24,28"
Actopan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30004,"Rango de temperatura","20,26"
Acula,Veracruz de Ignacio de la Llave,Coutput/pdfs/30005,"Rango de temperatura","24,26"
Acultzingo,Veracruz de Ignacio de la Llave,Coutput/pdfs/30006,"Rango de temperatura","10,20"
Camarón de Tejeda,Veracruz de Ignacio de la Llave,Coutput/pdfs/30007,"Rango de temperatura","24,26"
Alpatláhuac,Veracruz de Ignacio de la Llave,Coutput/pdfs/30008,"Rango de temperatura","14,20"
Alto Lucero de Gutiérrez Barrios,Veracruz de Ignacio de la Llave,Coutput/pdfs/30009,"Rango de temperatura","14,26"
Altotonga,Veracruz de Ignacio de la Llave,Coutput/pdfs/30010,"Rango de temperatura","12,24"
Alvarado,Veracruz de Ignacio de la Llave,Coutput/pdfs/30011,"Rango de temperatura","24,28"
Amatitlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30012,"Rango de temperatura","24,26"
Naranjos Amatlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30013,"Rango de temperatura","24,26"
Amatlán de los Reyes,Veracruz de Ignacio de la Llave,Coutput/pdfs/30014,"Rango de temperatura","20,24"
Angel R Cabada,Veracruz de Ignacio de la Llave,Coutput/pdfs/30015,"Rango de temperatura","24,28"
La Antigua,Veracruz de Ignacio de la Llave,Coutput/pdfs/30016,"Rango de temperatura","24,26"
Apazapan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30017,"Rango de temperatura","22,26"
Aquila,Veracruz de Ignacio de la Llave,Coutput/pdfs/30018,"Rango de temperatura","12,16"
Astacinga,Veracruz de Ignacio de la Llave,Coutput/pdfs/30019,"Rango de temperatura","12,20"
Atlahuilco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30020,"Rango de temperatura","14,18"
Atoyac,Veracruz de Ignacio de la Llave,Coutput/pdfs/30021,"Rango de temperatura","16,26"
Atzacan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30022,"Rango de temperatura","16,22"
Atzalan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30023,"Rango de temperatura","14,26"
Tlaltetela,Veracruz de Ignacio de la Llave,Coutput/pdfs/30024,"Rango de temperatura","18,26"
Ayahualulco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30025,"Rango de temperatura","2,18"
Banderilla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30026,"Rango de temperatura","16,20"
Benito Juárez,Veracruz de Ignacio de la Llave,Coutput/pdfs/30027,"Rango de temperatura","21,25"
Boca del Río,Veracruz de Ignacio de la Llave,Coutput/pdfs/30028,"Rango de temperatura","24,26"
Calcahualco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30029,"Rango de temperatura","1,19"
Camerino Z Mendoza,Veracruz de Ignacio de la Llave,Coutput/pdfs/30030,"Rango de temperatura","14,20"
Carrillo Puerto,Veracruz de Ignacio de la Llave,Coutput/pdfs/30031,"Rango de temperatura","24,26"
Catemaco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30032,"Rango de temperatura","20,26"
Cazones de Herrera,Veracruz de Ignacio de la Llave,Coutput/pdfs/30033,"Rango de temperatura","24,26"
Cerro Azul,Veracruz de Ignacio de la Llave,Coutput/pdfs/30034,"Rango de temperatura","23,25"
Citlaltépetl,Veracruz de Ignacio de la Llave,Coutput/pdfs/30035,"Rango de temperatura","21,25"
Coacoatzintla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30036,"Rango de temperatura","16,20"
Coahuitlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30037,"Rango de temperatura","20,26"
Coatepec,Veracruz de Ignacio de la Llave,Coutput/pdfs/30038,"Rango de temperatura","10,24"
Coatzacoalcos,Veracruz de Ignacio de la Llave,Coutput/pdfs/30039,"Rango de temperatura","24,28"
Coatzintla,Veracruz,Coutput/pdfs/30040,"Rango de temperatura","24,26"
Coetzala,Veracruz de Ignacio de la Llave,Coutput/pdfs/30041,"Rango de temperatura","18,24"
Colipa,Veracruz de Ignacio de la Llave,Coutput/pdfs/30042,"Rango de temperatura","22,26"
Comapa,Veracruz de Ignacio de la Llave,Coutput/pdfs/30043,"Rango de temperatura","18,26"
Córdoba,Veracruz de Ignacio de la Llave,Coutput/pdfs/30044,"Rango de temperatura","18,24"
Cosamaloapan de Carpio,Veracruz de Ignacio de la Llave,Coutput/pdfs/30045,"Rango de temperatura","24,28"
Cosautlán de Carvajal,Veracruz de Ignacio de la Llave,Coutput/pdfs/30046,"Rango de temperatura","18,22"
Coscomatepec,Veracruz de Ignacio de la Llave,Coutput/pdfs/30047,"Rango de temperatura","12,20"
Cosoleacaque,Veracruz de Ignacio de la Llave,Coutput/pdfs/30048,"Rango de temperatura","24,28"
Cotaxtla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30049,"Rango de temperatura","24,26"
Coxquihui,Veracruz de Ignacio de la Llave,Coutput/pdfs/30050,"Rango de temperatura","22,26"
Coyutla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30051,"Rango de temperatura","22,26"
Cuichapa,Veracruz de Ignacio de la Llave,Coutput/pdfs/30052,"Rango de temperatura","20,26"
Cuitláhuac,Veracruz de Ignacio de la Llave,Coutput/pdfs/30053,"Rango de temperatura","24,26 "
Chacaltianguis,Veracruz de Ignacio de la Llave,Coutput/pdfs/30054,"Rango de temperatura","24,28 "
Chalma,Veracruz de Ignacio de la Llave,Coutput/pdfs/30055,"Rango de temperatura","22,26"
Chiconamel,Veracruz de Ignacio de la Llave,Coutput/pdfs/30056,"Rango de temperatura","22,26"
Chiconquiaco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30057,"Rango de temperatura","14,24"
Chicontepec,Veracruz de Ignacio de la Llave,Coutput/pdfs/30058,"Rango de temperatura","22,26"
Chinameca,Veracruz de Ignacio de la Llave,Coutput/pdfs/30059,"Rango de temperatura","24,26"
Chinampa de Gorostiza,Veracruz de Ignacio de la Llave,Coutput/pdfs/30060,"Rango de temperatura","24,26"
Las Choapas,Veracruz de Ignacio de la Llave,Coutput/pdfs/30061,"Rango de temperatura","22,28"
Chocamán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30062,"Rango de temperatura","16,20"
Chontla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30063,"Rango de temperatura","20,26"
Chumatlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30064,"Rango de temperatura","24,26"
Emiliano Zapata,Veracruz de Ignacio de la Llave,Coutput/pdfs/30065,"Rango de temperatura","20,26"
Espinal,Veracruz de Ignacio de la Llave,Coutput/pdfs/30066,"Rango de temperatura","24,26"
Filomeno Mata,Veracruz de Ignacio de la Llave,Coutput/pdfs/30067,"Rango de temperatura","20,26"
Fortín,Veracruz de Ignacio de la Llave,Coutput/pdfs/30068,"Rango de temperatura","18,24"
Gutiérrez Zamora,Veracruz de Ignacio de la Llave,Coutput/pdfs/30069,"Rango de temperatura","24,26"
Hidalgotitlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30070,"Rango de temperatura","24,26"
Huatusco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30071,"Rango de temperatura","16,26"
Huayacocotla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30072,"Rango de temperatura","12,22"
Hueyapan de Ocampo,Veracruz de Ignacio de la Llave,Coutput/pdfs/30073,"Rango de temperatura","22,28"
Huiloapan de Cuauhtémoc,Veracruz de Ignacio de la Llave,Coutput/pdfs/30074,"Rango de temperatura","14,20"
Ignacio de la Llave,Veracruz de Ignacio de la Llave,Coutput/pdfs/30075,"Rango de temperatura","24,28"
Ilamatlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30076,"Rango de temperatura","16,24"
Isla,Veracruz de Ignacio de la Llave,Coutput/pdfs/30077,"Rango de temperatura","24,28"
Ixcatepec,Veracruz de Ignacio de la Llave,Coutput/pdfs/30078,"Rango de temperatura","22,26"
Ixhuacán de los Reyes,Veracruz de Ignacio de la Llave,Coutput/pdfs/30079,"Rango de temperatura","6,20"
Ixhuatlán del Café,Veracruz de Ignacio de la Llave,Coutput/pdfs/30080,"Rango de temperatura","16,22"
Ixhuatlancillo,Veracruz de Ignacio de la Llave,Coutput/pdfs/30081,"Rango de temperatura","12,20"
Ixhuatlán del Sureste,Veracruz de Ignacio de la Llave,Coutput/pdfs/30082,"Rango de temperatura","20,26"
Ixhuatlán de Madero,Veracruz de Ignacio de la Llave,Coutput/pdfs/30083,"Rango de temperatura","22,26"
Ixmatlahuacan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30084,"Rango de temperatura","24,28"
Ixtaczoquitlán,Veracruz de Ignacio de la Llave,Coutput/pdfs/30085,"Rango de temperatura","18,24"
Jalacingo,Veracruz de Ignacio de la Llave,Coutput/pdfs/30086,"Rango de temperatura","12,22"
Xalapa,Veracruz de Ignacio de la Llave,Coutput/pdfs/30087,"Rango de temperatura","18,24"
Jalcomulco,Veracruz de Ignacio de la Llave,Coutput/pdfs/30088,"Rango de temperatura","20,26"
Jáltipan,Veracruz de Ignacio de la Llave,Coutput/pdfs/30089,"Rango de temperatura","24,26"
Jamapa,Veracruz de Ignacio de la Llave,Coutput/pdfs/30090,"Rango de temperatura","24,26"
Jesús Carranza,Veracruz de Ignacio de la Llave,Coutput/pdfs/30091,"Rango de temperatura","24,26"
Xico,Veracruz de Ignacio de la Llave,Coutput/pdfs/30092,"Rango de temperatura","4,22"
Jilotepec,Veracruz de Ignacio de la Llave,Coutput/pdfs/30093,"Rango de temperatura","16,22"
Juan Rodríguez Clara,Veracruz de Ignacio de la Llave,Coutput/pdfs/30094,"Rango de temperatura","24,28"
Juchique de Ferrer,Veracruz de Ignacio de la Llave,Coutput/pdfs/30095,"Rango de temperatura","16,24"
Landero y Coss,Veracruz de Ignacio de la Llave,Coutput/pdfs/30096,"Rango de temperatura","16,24"
